Canada,45.41,-75.70,Sao Tome and Principe,0.34,6.73,64555
Canada,45.41,-75.70,Turkmenistan,37.95,58.38,12644933
Canada,45.41,-75.70,Saint Helena,-15.94,-5.72,-120390
Canada,45.41,-75.70,Lithuania,54.69,25.28,-97699371
Canada,45.41,-75.70,Cambodia,11.56,104.92,-672405764
Canada,45.41,-75.70,Ethiopia,9.02,38.75,3717643
Canada,45.41,-75.70,Aruba,12.52,-70.03,10924168
Canada,45.41,-75.70,Swaziland,-26.32,31.13,1695299
Canada,45.41,-75.70,Argentina,-34.61,-58.38,-1522603181
Canada,45.41,-75.70,Cameroon,3.87,11.52,34502229
Canada,45.41,-75.70,Burkina Faso,12.37,-1.53,50103779
Canada,45.41,-75.70,Bahrain,26.22,50.58,-15786585
Canada,45.41,-75.70,Saudi Arabia,24.69,46.72,-1737797856
Canada,45.41,-75.70,Japan,35.69,139.69,-2951688863
Canada,45.41,-75.70,American Samoa,-14.28,-170.70,965902
Canada,45.41,-75.70,Slovenia,46.05,14.51,-115022510
Canada,45.41,-75.70,Guatemala,14.64,-90.51,-270230780
Canada,45.41,-75.70,Kuwait,29.37,47.98,12222192
Canada,45.41,-75.70,Russian Federation,55.75,37.62,533181270
Canada,45.41,-75.70,Dominica,15.30,-61.39,3941265
Canada,45.41,-75.70,Liberia,6.30,-10.80,-21875469
Canada,45.41,-75.70,Maldives,4.17,73.51,8830987
Canada,45.41,-75.70,Jamaica,18.00,-76.79,-79495278
Canada,45.41,-75.70,Oman,23.61,58.59,121938822
Canada,45.41,-75.70,Albania,41.33,19.82,29586917
Canada,45.41,-75.70,Gabon,0.39,9.45,26904389
Canada,45.41,-75.70,Luxembourg,49.61,6.13,-64946149
Canada,45.41,-75.70,New Zealand,-41.29,174.78,-113444662
Canada,45.41,-75.70,Yemen,15.35,44.21,19295069
Canada,45.41,-75.70,United Rep. of Tanzania,-6.17,35.74,68765658
Canada,45.41,-75.70,Andorra,42.51,1.52,-303468
Canada,45.41,-75.70,Greenland,64.18,-51.72,10170710
Canada,45.41,-75.70,Samoa,-13.83,-171.77,-55602
Canada,45.41,-75.70,United Arab Emirates,24.47,54.37,1406000668
Canada,45.41,-75.70,Guam,13.48,144.75,2028957
